url,name,name_ja,name_ja_kana,translation,alternate_names,habitat,diet,appearance,behavior,interactions,body,origin,legends,other_forms,critical_weakness
https://yokai.com/amikiri/,Amikiri,網切,あみきり,net cutter,,"villages and towns, particularly fishing villages",unknown,"Amikiri are small, crustacean-like yokai which resemble shrimp or lobsters. They have a long body, a red, segmented shell, a bird-like beak, and two scissor-like claws on their forearms. They fly through the air as a fish swims in water, and are quite shy, rarely appearing before humans.","Amikiri don’t interact with humans very much, except for one particular activity which is the reason that they are called “net cutters.” For some strange reason, amikiri love to cut nets, whether it be a fishing net, a screen door or window, or a kaya — a Japanese hanging mosquito net. While they are not directly harmful, this mischief is not entirely benign either: the life of a fisherman is tough, and a fisherman whose nets have been shredded by an amikiri could find his livelihood ruined.",,,"It’s unclear where amikiri come from, although they bear a very strong resemblance both in name and shape to an arthropod-like yokai called kamikiri. Stories about amikiri are rare, and their name and shape may actually be a pun; the word ami means net in Japanese, but it also is the name of a type of tiny shrimp.","A story from Yamagata prefecture tells of a fisherman who one day found that his fishing net had been shredded to the point of worthlessness. He suspected the work of an amikiri. The next day, he took special care to hide his nets at his home where they could not be found by any wandering yokai. That night, however, the amikiri snuck into his room while he slept and cut up the kaya covering his bed. The man woke up with his entire body covered in painful, itchy mosquito bites.",,
https://yokai.com/toufukozou/,Tōfu kozō,豆腐小僧,とうふこぞう,little tofu boy,,urban areas,omnivorous; loves tofu,"Tōfu kozō are small yokai who closely resemble human children except for their large heads and clawed fingers and toes. They wear little boys’ kimonos and wide-brimmed hats — the typical outfit of a tōfu-selling young boy of the Edo period. They are usually depicted with two eyes, but in some illustrations they appear as having only one eye. They are usually found in urban areas in close proximity to people.","Tōfu kozō are timid and weak yokai, and are not known to be aggressive towards humans. On rare occasions, a tōfu kozō may follow a human home on a rainy night, but for the most part they shy away from any confrontation.","Tōfu kozō are first and foremost servant yokai. Even among other yokai, they are often bullied and teased for their lack of strength. They get no respect from those above them; at most, they act as menial servants to more powerful yokai.","Tōfu kozō bears a very strong resemblance to another yokai called hitotsume kozō — the chief difference being that hitotsume kozō has only one eye and a very large tongue, while tōfu kozō has two eyes and carries a plate of tofu. Both of these yokai are somewhat weak, child-like creatures who act as messengers to more powerful monsters. In some literature the two yokai are used interchangeably for each other, therefore it has been suggested that tōfu kozō may be closely related to, or may even have been copied from hitotsume kozō. However, there is not enough evidence either way to say where this yokai comes from.","Prior to the Edo period there are no known stories about tōfu kozō, and so their origin is a mystery. Some say that they are just one of many forms taken by an itachi, a shape-shifting weasel yokai. Others say that they are the offspring of a mikoshi-nyūdō and a rokuro-kubi. Another possibility is that they are an invention of a creative artist looking to sell illustrated storybooks. Stories of tōfu kozō first appeared in the penny-novels and pulp fiction of Edo in the 1770’s, and became incredibly popular among the Edo upper class. These silly stories helped to spawn the explosion of yokai-related fiction that appeared in the later half of the 18th century.",,,
https://yokai.com/sougenbi/,Sōgenbi,叢原火 or 宗源火,そうげんび,Sōgen’s fire,,spotted at Mibu-dera in Kyoto,none,"Sōgenbi is a type of hi no tama, or fireball yokai. It appears as the anguished head of an old monk, covered in flame, and flying about the sky.",,,,,"Long ago, at the temple of Mibu-dera in southern Kyoto there lived a monk named Sōgen. Sōgen was a wicked monk, for he would steal money out of the temple’s saisen bako, a large wooden box which holds offerings. He also made off with precious oil, which was to be used as an offering for the gods, and sold it in secret, keeping the money for himself. This went on for many years, until eventually Sōgen grew old and died. Because of his wickedness, he was reborn in hell to pay for his sins. Shortly after his death, it was said that the flaming head of old Sōgen could be seen floating about in the vicinity of Mibu-dera.",,
https://yokai.com/hashihime/,Hashihime,橋姫,はしひめ,lady of the bridge,,"very old, very long bridges",none,"Hashihime are intensely jealous goddesses who inhabit bridges — in particular, very old and very long bridges. As goddesses, hashihime may take different forms depending on occasion, however they are commonly depicted wearing white robes, white face-paint, an iron trivet, and carrying five candles. This is a ceremonial outfit used to perform curses.",,"Hashihime ferociously guard the bridges they inhabit. As with most gods connected to a location, they are very competitive and jealous.  If one praises or speaks positively about another bridge while on top of a hashihime’s bridge, or if one recites lines from certain Noh plays that feature a woman’s wrath as the main theme, something terrible is likely to happen to that person.","Despite their fearsome nature, they are highly honored by the people who live nearby, and shrines are established in their honor near the bridges they inhabit. In times of war, residents will beseech their local hashihime to guard the bridge against invaders. In times of peace, hashihime are goddess of separation and severing, and are asked to aid people in things such as break-ups, divorce, and severing bad luck. So strong is their power of severing that it is considered taboo for lovers to pass in front of a hashihime shrine together, or for wedding processions to pass in front of one. If newlyweds need to cross a bridge inhabited by a hashihime, they will instead pass underneath it on a boat rather than risk cursing their marriage.
A woman visited the the Kifune-jinja in Kyoto at the hour of the ox (roughly 2 am), filled with rage and jealousy towards her ex-husband who had thrown her away for another woman. Night after night she visited the shrine, praying to the gods enshrined there to turn her into a powerful demon. The woman wanted nothing else other than to see her ex-husband destroyed, even at the cost of her own life. After seven nights of pilgrimage, her prayers were answered: the gods told her that if she immersed herself in the Uji river for twenty-one nights, she would become a living demon.
The woman did as she was bid. She donned a white robe and tied her hair up into five horns. She painted her face and covered her body in crimson dye. She placed an upturned trivet on her head and attached torches to each foot. She lit a torch on both ends and placed it in her mouth. She immersed herself in the Uji river and for twenty-one days she kindled the hatred in her heart. Then, just as the gods told her, after twenty-one days she transformed into a terrible kijo with supreme power. She had become the hashihime of Uji.
That night, her husband awoke from a horrible dream with a premonition of danger. He quickly sought out the famous onmyōji, Abe-no-Seimei. Seimei recognized the dream as a sign that the man’s former wife would come and destroy the couple that very night, and promised to save them. He went to their house, recited magical prayers, and crafted two katashiro — magical paper doll representations of the man and his wife, meant to be used as substitutionary targets for the kijo’s rage. That night, as Seimei had predicted, the demon appeared. She attacked the two katashiro instead of the real couple, and Seimei’s magic worked: her power was reflected back upon her and she was driven away. The demon woman, realizing that she could not overcome Abe-no-Seimei’s magic, vanished, threatening that she would come back  another time.",,"The most famous hashihime story comes from Tsurugi no Maki, in The Tale of the Heike, and is retold in the noh play Kanawa.",,
https://yokai.com/yamajijii/,Yamajijii,山爺,やまじじい,mountain geezer,"yamanji, yamachichi (“mountain father”)",deep in the mountains of Shikoku,omnivorous,"Yamajijii look like eldery men about 3-4 feet tall, with only one leg and one eye. In actuality, they have two eyes, but one of them is so huge and the other so tiny that they appear to have only one eye. Their bodies are covered in fine gray hair, and they can be found wearing old clothes, tattered rags, or nothing at all. Their teeth are sharp and very powerful — a yamajijii’s bite is said to be strong enough to crush the bones of wild boars or monkeys.","Yamajijii live in the mountains far from human settlements. They rarely appear before humans, but their tracks are easily recognizable. They leave deep, sunken footprints about 12 inches long every 6 to 7 feet (from their hopping about on one leg). Because their bite is so strong, hunters would sometimes tame yamajijii and use them to drive away wolves. They also have the uncanny ability to read peoples’ thoughts as they think of them. They are most well known, however, for their powerful voices. The cry of a yamajijii is so powerful it blows the leaves off of branches, splits trees and moves rocks, reverberates through the mountains, and shakes the heavens and the earth. They enjoy shouting contests, and will occasionally allow a human to challenge them; however, humans who are close to a yamajijii when it shouts sometimes have their eardrums burst, or even die.",,"A tale from Tokushima tells of a group of woodcutters warming themselves by a fire in a cabin when yamajijii suddenly appeared to them. The woodcutters were terrified and all thought of the same idea: kill the yokai! The yamajijii read each one of their minds one by one and learned of their thoughts, when suddenly one of the logs in the fire split with a loud snap! The yamajijii thought that there must be a mind he could not read among the hunters, and he quickly fled the cabin in terror.
A story from Kochi tells of a kind yamajijii who gave a sorghum seed to a poor farmer as a gift. The farmer sowed the seed and that year was blessed with an incredible harvest. That winter, the yamajijii returned and asked for some mochi to eat. The grateful farmer gladly gave the yamajijii as much mochi as it could eat. The next year another great harvest followed, and again the yamajijii came back in the winter to ask for mochi. Each year, the yamajijii was able to eat more and more mochi, until it was able to eat 3 huge barrels-full. The farmer became afraid of losing his fortune, and gave the yamajijii a pile of burned stones, passing them off as yaki-mochi. The yamajijii ate them, but soon began to feel sick and hot. The farmer offered a cup of hot oil, passing it off as tea, but the yamajijii realized the farmer’s trick. Surprised and hurt, it fled into the woods, but died before it could get back to its home. Afterwards, the farmer’s family fell into ruin and was never rich again.",,"A legend from Shikoku tells of a brave hunter who challenged a yamajijii to a shouting contest. On the hunter’s turn, he fired his rifle when he shouted, winning the contest. Later, the yamajijii realized he had been tricked, shape-shifted into a spider, and sneaked into the hunter’s bed to attack him in his sleep. In some versions of the tale, the clever hunter prepares for the shouting contest by praying to the gods of Ise and crafting a special holy bullet inscribed with their names. This bullet had a very special power: when fired it would never miss its target. Because of its magic, whenever the hunter carried it with him it would invariably attract the attention of yokai; however, any time a yamajijii came near enough to threaten him, the hunter would display the bullet, and the yamajijii would flee in terror.",,
https://yokai.com/tesso/,Tesso,鉄鼠,てっそ,iron rat,,,,,,,"The Emperor, having no heir, was concerned about his line of succession. One day, he approached Raigō and asked him to pray to the gods and Buddha in his place for an heir. Raigō prayed long and hard, and finally in 1074 a royal son, Prince Taruhito, was born. The grateful Emperor promised to give the abbot anything he wished in return for his prayers. Raigō asked that a splendid new ordination building be constructed at Mii-dera so he could train new priests. The Emperor gladly agreed, however Mii-dera had a powerful rival temple — Enryaku-ji, on top of Mt. Hiei — which wielded great political power as well as having a powerful army of warrior monks at its disposal. Enryaku-ji could not abide such a gift being granted to a rival temple, and so it exerted its great pressure on the Emperor. Bowing to Enryaku-ji, the Emperor reneged on his promise to Raigō.
Raigō began a hunger strike in protest of the Emperor’s broken promise, but the Emperor would not, or could not, go against Enryaku-ji’s will. On the 100th day of his hunger strike, Raigō passed away, his heart full of rage towards the unfaithful Emperor and the rival monastery of Enryaku-ji. So great was the hatred in Raigō’s heart when he died that he transformed into an onryō, a ghost driven by pure vengeance. Shortly after Raigō’s death, a ghostly vision of the abbot was seen hovering near young Prince Taruhito’s bed. A few days later the young prince died, leaving the Emperor heir-less once again. But Raigo’s vengeance did not end there.
Raigō’s twisted spirit transformed into a gigantic rat. Its body was as hard as stone and its teeth and claws as strong as iron. The monstrous spirit, Tesso as it came to be called, summoned a massive army of rats which poured through Kyoto, up Mt. Hiei, and arrived at Enryaku-ji. There, the rat wreaked Raigō’s vengeance upon the monks. The army of rats poured through the monastery complex, chewing through the walls and doors, tearing up the roofs and floors, and attacking the monks. They devoured Enryaku-ji’s precious sutras, scrolls, and books, eating and despoiling everything they found — they even ate the precious statues of the Buddha.
Nothing could stop Tesso and the army of rats until finally a shrine was built at Mii-dera to appease Raigō’s spirit, and Raigō’s shrine still stands at Mii-dera today. An interesting footnote to the story: while Buddhist buildings are typically built facing the east, Raigo’s shrine is built facing the north. It points to the top of Mt. Hiei, directy at Enryaku-ji, the target of his rage.",,"Long ago, during the reign of Emperor Shirakawa (1073-1087 CE), there lived a monk named Raigō. Raigō was the abbot of Mii-dera, a monastery in Shiga prefecture at the foot of Mount Hiei, and well known for his piety.",,
https://yokai.com/tsurubebi/,Tsurubebi,釣瓶火,つるべび,well bucket fire,"tsurube otoshi, tsurube oroshi",coniferous trees deep in the forests of Shikoku and Kyushu,none,"Tsurubebi are small tree spirits which appear at night, deep in coniferous forests. They take the form of blueish-white orbs of fire which bob up and down in the branches, occasionally dropping to the forest floor and floating back up into the trees. Their name comes from the way they bob about in the trees, which is supposed to resemble a well bucket swinging back and forth. Sometimes the vague shape of a human or bestial face can be seen in the flames.","Tsurubebi do very little other than bob up and down or drop from branches. Their flames produce no heat and do not burn the trees that they live in; nor do these yokai pose any other known threat. While tsurubebi is most often considered to be a tree spirit, it has also been suggested that it is closely related to another yokai named tsurube otoshi. These two yokai share many similarities, including their names, coniferous habitat, and dropping-down behavior. However, while tsurube otoshi is malevolent and dangerous, tsurubebi appears to be entirely benign and uninterested in humans.",,,,,,
https://yokai.com/tenome/,Tenome,手の目,てのめ,eyes on hands,,open fields and gravyards at night,"human bones, fresh from the body","Tenome takes the appearance of an elderly zato, a kind of blind guildsman. Its face has no eyes at all; instead, it has eyes on the palms of its hands.","Tenome wander through open fields or graveyards at night, hunting for tasty humans. They wait until their prey is very close before attacking. By the time one is able to recognize that they are face-to-face with not a zato but a yokai, it is often too late to escape. Tenome can run very quickly, and while their vision is not particularly strong, they have a powerful sense of smell which helps them follow their victims in the dark.",,"The young man ran as fast as he could to a nearby temple and begged the priest for sanctuary. The priest hid the man inside of a long chest and locked the lid. Shortly afterwards, the monster entered the temple, sniffing loudly as if it was hunting. The young man could hear he sniffing noise getting closer and closer, until it stopped right next to the chest he was hiding in. Then, there was a strange slurping sound, like the sound of a dog sucking on an animal’s bones. A little while later, the eerie sounds vanished, and all was quiet. The priest opened up the chest to let the young man out, but all that was inside of the chest was the loose, empty skin of the young man. His bones had been completely sucked out of his body!","Tenome’s true nature is not known, but they are most likely the ghosts of blind men who were robbed and murdered by thugs. This explanation can be traced to a folk tale, in which a man is attacked at night by a monster with eyes on its palms but none on its face. The man flees to a nearby inn for shelter. He tells the innkeeper what he saw, and the innkeeper replies that a few days ago, a blind man was attacked and robbed out in that field. As the man lay dying in the grass, he cried out with his last breath, “If only I could have had once glace at their faces! If I only had eyes that worked — even if only on the palms of my hands…!” The old blind man’s resent-filled death caused him to be reborn as a yokai — with eyes on the palms of its hands, just as he wished.","In Shichi-jo, Kyoto, a young man entered the graveyard at night as a test of his courage. From out of the darkness, a blind old man approached the young man. When the elderly figure got close enough to be seen in detail, the young man saw that it had eyeballs on the palms of his hands, and it was coming after him!",,
https://yokai.com/teratsutsuki/,Teratsutsuki,寺つつき,てらつつき,temple-pecker,,Buddhist temples,rage,"Teratsutsuki is the onryō of a man who lived in the 6th century CE, Mononobe no Moriya. It was sighted at Hōryū-ji and Shitennō-ji temples, where it took the form of ghostly woodpecker and tried to destroy the temples until it was driven away by Prince Shōtoku.",,,"Mononobe no Moriya was the leader of the Mononobe clan and a Muraji. The Mononobes, a shinbetsu clan, strongly supported the old Shinto religion. His rival, Soga no Umako, was an Omi, and supported the promotion of Buddhism throughout Yamato. Mononobe no Moriya and Soga no Umako held considerable power in the imperial court. During the reign of Emperor Bidatsu (572-585), Mononobe no Moriya held higher favor with the emperor, but when Emperor Yōmei took power in 585, Moriya’s favor fell and Soga no Umako’s rose, as the new emperor was a Buddhist.
Emperor Yōmei died in 587, after which the Mononobe clan and Soga clan tried their best to influence the succession of the imperial title. Each of them supported a different prince to become emperor, and they fought bitterly for their clans’ interests. Finally, war broke out between the two rival clans. Mononobe no Moriya set fire to Buddhist temples and tossed the first statues of the Buddha brought to Yamato into the canals in his fight to purge the foreign religion from his homeland. Moriya and Umako mustered their armies and met on the battlefield in Kawachi. There, at the Battle of Mount Shigi, Mononobe no Moriya was killed by Soga no Umako and Prince Shōtoku, and the Mononobe clan was almost completely exterminated. Afterwards, the Soga clan rose to even higher prominence, and Prince Shōtoku, a devout Buddhist, began the construction many new Buddhist temples.
The spirit of defeated Mononobe no Moriya did not rest, though. As he lay dying in hatred and resent, Moriya transformed into an onryō. His ghost took the form of a ghostly woodpecker, which would later be seen at the temples built by Prince Shōtoku. The bird pecked furiously at the wooden buildings, determined even in death to destroy the heretical new religion. Prince Shōtoku was finally able to drive away this teratsutsuki by magically transforming into a hawk and attacking it. After that, the ghost of Mononobe no Moriya was never seen again.",,"Long long ago, when Japan was still called Yamato and the capital was located in what is today Nara, the nobility was divided into two different types: shinbetsu, clans that claimed to be descended from the gods, and kōbetsu, clans that claimed to be descended from the imperial family. The highest ranking titles in these groups were Muraji, for the shinbetsu clans, and Omi, for the kōbetsu clans. In the 6th century CE, when Buddhism was brought to Yamato from China, it caused a great deal of rivalry between the shinbetsu and kōbetsu nobility.",,
https://yokai.com/shougorou/,Shōgorō,鉦五郎,しょうごろう,,,,,"A shōgorō is a kind of tsukumogami, a spirit which inhabits a household item. In this case, it is an animated shōgo (鉦吾) — a small, bowl-shaped gong that is struck with a mallet and used in Buddhist services. A shōgo gets a lot of use, being used multiple times every service. It is made of metal, and so can last a long time before breaking. A gong which has long worn out and stopped playing its note pleasantly, and gets put into storage until it is forgotten (or perhaps one is the witness to some horrible crime) is an ideal candidate for awakening into a yokai.","Like nay tsukumogami, shōgorō are not dangerous. At most, they are startling, as they wander around at night like some kind of metal turtle, striking their bodies and ringing their notes out into the night. It is enough perhaps to cause loss of sleep, but not much else.",,"Translation: “Gong-goro,” or ghost gong, depending on the reading
The bakufu decided that the Yodoya family had accumulated too much wealth. They were only a merchant family, and it was improper for a lower class to hold so much wealth. Their economic power was above their station in life, and so the bakufu stripped Yodoya Tatsugorō of everything he had: his rice, his business, his house, his every last possession. The Yodoya family fell into ruin, and Tatsugorō became destitute. Even his favorite possession, an unbelievably rich and indescribably splendid golden chicken called kogane no niwatori (金の鶏, literally “golden chicken”), was taken from him. The loss of his precious golden chicken caused Tatsugorō so much grief that he died, and because of the unhappy circumstances of his death, his ghost was unable to pass on.
Normally, when a ghost lingers like this, it attaches itself to the object of its desire, be it a person, a place, or (in this case) a thing. Tatsugorō’s soul meant to attach itself to his precious kogane no niwatori. In Japanese, the words for “gong” and “golden” can both be read “kane.” Poor Tatsugorō’s ghost must have gotten confused and attached itself to a nearby shōgo instead of his chicken, and the instrument turn into a tsukumogami.","The name shogorō is a pun. It is a combination of shōgo, the gong, and gorō, a very common part of a boy’s name. The word can also be read as a combination of shōgo and goryō (御霊), the ghost of a noble or an aristocrat from ages past. Goryō are a grade of ghost above yūrei, and play a large part in many Japanese ghost stories.","In the early 18th century, there was a wealthy merchant family called Yodoya living in Osaka. For many generations, the Yodoya were the kings of the rice trade, raking in unbelievable amounts of cash. The 5th generation boss, Yodoya Tatsugorō, had so much money and lived a life of such extreme opulence that he attracted the attention of the bakufu (regional shogunate officials, something like military police).",,
https://yokai.com/hahakigami/,Hahakigami,箒神,ははきがみ,broom spirit,hōkigami,,,"A hahakigami is a tsukumogami which takes up residence in a broom. They can sometimes be seen on cold, windy late autumn mornings, sweeping wildly at the blowing leaves.",,,"Hahakigami are used also as magical charms for safe and quick childbirth. Because brooms are used to “sweep out” evil energy, a hahakigami acts as a sort of totem to “sweep out” the baby from its mother safely. They are also used as charms to keep guests from overstaying their visit. Anyone who has stayed beyond their welcome might also be “swept out” by the power of the hahakigami.","Long ago, brooms were not household cleaning tools, but actually holy instruments used in ritual purification ceremonies. They were used to on the air in a room or area in order to purify it and sweep out any evil spirits and negative energy that might be lingering there. Like any tool used for many years, a broom which reaches a very old age becomes a perfect home for a spirit — perhaps even more so in the case of a hahakigami because of the ritual nature of its origin.",,,
https://yokai.com/shirime/,Shirime,尻目,しりめ,butt eye,nuppori-bōzu,"city streets, late at night",none; it just enjoys scaring people,"From a distance, shirime appears to be a normal human being. When close enough, however, it becomes apparent that it is a yokai. It has no facial features, but located in its butt hole is a large eye which shines like lightning.","Shirime approaches travelers on the road late at night, looking like a man wearing a kimono. Once it has their attention, it asks them if they have a moment to spare. Before they can answer, the shirime drops its kimono to the ground and bends over, spreading its butt cheeks and revealing the giant, shining eye located inside of its butt hole.",,"Other than its very startling behavior, shirime does not do anything harmful. It appears to thrive solely on the joy of scaring people.","Although there are very few documented encounters, because of its alternate name (nuppori-bōzu) and its shocking behavior, it is very likely that shirime is a close relative of the noppera-bō, another faceless ghost. In this case, shirime’s true form may simply be a shapeshifted animal playing a practical joke on humans.",,,
https://yokai.com/furaribi/,Furaribi,ふらり火,ふらりび,aimless fire,"buraribi, sayuribi",riverbanks,none,"Furaribi is a small, flying creature wreathed in flames. It appears late at night near riverbanks. It has the body of a bird, and its face is somewhat dog-like. It is a type of hi-no-tama, or fireball yokai. It does very little except for float about aimlessly, which is how it got its name.",,,"It is said if you go down to the riverside and call out, “Sayuri, Sayuri!” late at night, the floating, severed head of a woman will appear, pulling and tearing at her hair in a vengeful fury. As for Sassa Narimasa, he was later defeated by Toyotomi Hideyoshi. Some have attributed his defeat by Hideyoshi to the vengeful curse of Sayuri’s ghost.",Furaribi are created from the remains of a soul which has not properly passed on to the next life. This is most often due to not receiving proper ceremonial services after dying. In Japan there are a number of important ceremonies performed at fixed intervals which occur for many years after someone’s death — missing even one of these could cause a soul to become lost and be unable to rest. Furaru-bi is one of these lost souls.,"In the late 16th century, Toyama was ruled by a samurai named Sassa Narimasa. Narimasa kept a very beautiful concubine named Sayuri in his household. Sayuri was not well liked by the female servants and other women in Sassa Narimasa’s household. They were jealous of her beauty and of Narimasa’s love for her. One day, these women conspired against Sayuri and started a rumor that she had been unfaithful to Narimasa with one of his own men. Narimasa flew in a fit of jealous rage, murdered Sayuri, then took her body down to the Jinzū river. He hung her corpse from a tree and proceeded to carve it into pieces with his sword. Then he captured Sayuri’s entire extended family — 18 people in all — and executed them in the same manner. Afterwards, their tortured souls aimlessly wandered the riverbanks every night as furaribi.",,
https://yokai.com/ubagabi/,Ubagabi,姥ヶ火,うばがび,old hag fire,,riverbanks,,"Ubagabi is a kind of hi-no-tama, or fireball yokai. It appears on rainy nights near riverbanks, and takes the form of a 1 foot diameter ball of flame with the face of an old woman in it. It can also appear as a chicken, but does not remain in this form for long. They are created out of the ghosts of old women who were caught stealing oil and died of shame.","Ubagabi have the uncanny ability to fly long distances — up to 4 kilometers — in the blink of an eye. Occasionally they graze a person’s shoulder and then continue off into the darkness. The unfortunate people whom they bounce off of invariably end up dying somehow within three years. However, if one is quick enough and shouts, “Abura-sashi!” (oil thief) just as an ubagabi comes flying towards him or her, the yokai will vanish. The shame at being called out as an oil thief is too much to bear even in death, apparently.",,,,"Long ago in Osaka there lived an old woman who was very poor. In order to make ends meet, she resorted to stealing oil from the lamps at Hiraoka shrine — a terrible crime in an age when oil was so rare and precious. Eventually she was caught by the shrine’s priests and her crime was exposed. From then on, the people of her village shunned her, and would shout out at her for being an oil thief. So great was the old woman’s shame that she went to the pond behind the shrine and committed suicide. Such unclean deaths never turn out well, and instead of dying properly she turned into an yokai. To this day, the pond behind Hiraoka shrine is known by locals as “Ubagabi-ike” (the pond of the ubagabi).",,
https://yokai.com/kasha/,Kasha,火車,かしゃ,fire cart,,populated areas,fresh human corpses,"Kasha are a type of bake-neko, or monster cat. They are large, bipedal felines as large as or larger than a human. They are often accompanied by hellish flames or lightning. They like to appear during rainy or stormy weather, and most often during the night. Their name sometimes causes confusion with other yokai; while their name means “fire cart,” they do not use vehicles of any kind.",,"Kasha, being bake-neko, often live among humans, disguised as ordinary house cats or strays. However, they reveal their true forms during funeral services, when they leap down from rooftops to snatch corpses out of their coffins. Kasha are occasionally employed as messengers or servants of hell, in which case they are tasked with collecting the corpses of wicked humans spiriting them off to hell for punishment. Other times, they steal corpses for their own uses — either to animate as puppets or to eat.","It is nearly impossible to retrieve a person’s remains after they have been snatched by a kasha. This makes passing on to the next life difficult. The best defense is to be prepared; temples in areas where kasha are said to prowl have devised unique ways of defending against these monster cats. In Yamagata, clever priests have taken to holding two funeral ceremonies for the deceased. The first ceremony is a fake — the casket is filled only with rocks, so if a kasha comes for the body it will end up with nothing. The real ceremony takes place afterwards, when the risk of a kasha encounter is lessened. In Ehime, a head shaving razor may be placed on top of the coffin as against kasha. In Miyazaki, priests chant, “baku ni wa kuwasen” and “kasha ni wa kuwasen” (“don’t be eaten by a baku, don’t be eaten by a kasha”) twice times in front of the funeral procession in order to keeps evil spirits away. In Okayama, the priests play a myōhachi — a type of cymbal used in religious ceremonies — in order to keep the kasha away.","Kasha were once ordinary house cats. Like other animals, as they age in years and their tails grow longer, cats begin to develop magical powers. Some turn into bake-neko, more powerful cats turn into neko-mata, and beyond that some turn into kasha. Fear of such demonic cats has long existed in Japan, and since ancient times, folk wisdom tells us, “Don’t let cats near dead bodies,” and, “If a cat jumps over the coffin, the corpse inside the coffin will rise.” Fears such as these have given rise to superstitious traditions such as cutting a cat’s tail short in order to prevent it from learning magic.",,,
https://yokai.com/katsuraotoko/,Katsura otoko,桂男,かつらおとこ,katsura (Cercidiphyllum japonicum) man,,the moon,vampiric,"Katsura otoko is an incomparably beautiful man who lives in the face of the moon. He appears on moonlit nights as gazes back down at those who gaze up at him. His beauty is said to be so enchanting that those who gaze at him find it difficult to turn away, even to their own peril.",,"If one gazes long enough at a katsura otoko, he will extend his hand and beckon, calling the moon-gazer towards him. With each shake of his beckoning hand, his viewer’s lifespan shrinks. If one stares long enough at katsura otoko, he or she may drop dead right on the spot!",,"Katsura otoko originates in Chinese mythology, where there is said to be a man who lives in a great palace on the moon and spends his time pruning and chopping away at a gigantic katsura tree which grows there. As he prunes the tree, the shape of the moon grows smaller and less round until there is almost nothing left, and then the tree slowly grows its branches back — sort of a just-so-story to explain the waxing and waning of the moon.",,,
https://yokai.com/satori/,Satori,覚,さとり,enlightenment,"kaku, yamako, kuronbō",deep in the mountains of central Japan,carnivorous; occasionally humans,"Satori are strange, intelligent ape-men found in the mountains of Gifu. The are roughly man-sized, and appear similar to larger versions of the native monkeys found in the region.",,"Satori appear to travelers on mountain roads, or folks living in mountain huts far from civilization. If the opportunity presents itself, they gladly dine on anyone they can get their hands on. In cases where they encounter a lone human female, they often take her away into the mountains and rape her. Satori are most well known for their uncanny ability to read people’s minds and then speak their thoughts faster than the individuals can get the words out themselves. This makes it very difficult to hunt, trick, or escape from a hungry satori. However, should something unforeseen happen, such as being unexpectedly hit by an object, satori grow very frightened and run away. One of the only ways to avoid being eaten by one of these yokai is to completely empty one’s mind; with no mind to read, the satori grows bored and wanders away.","The origin of the satori is not entirely clear. Edo-period encyclopedias relate satori with yamako, apes from western China and captures women to rape or to eat. It has also been theorized that satori are cousins of yamabiko, a small monkey-like yokai. The satori’s ability to read people’s minds and the yamabiko’s ability to mimic their words are rooted in the same folklore. More recent folklorists have suggested that satori are fallen mountain gods of the ancient proto-Shinto religion which have been corrupted into yokai over the ages.","The name satori literally means “enlightenment” in the Buddhist sense. The satori, with its uncanny ability to read thoughts, comes across as a kind of enlightened being to scared travelers, which is how it got its name. This also relates to the method of escaping a satori — true enlightenment comes from emptying one’s mind of distracting, worldly thoughts, just as salvation from the hungry satori comes from an empty, zen-like mindset.",,,
https://yokai.com/noderabou/,Noderabō,野寺坊,のでらぼう,wild temple priest,,"abandoned, ruined temples",sadness,"Noderabō are forlorn, grotesque ghosts of fallen priests dressed in tattered rags. They appear late at night in abandoned, overgrown, ruined temples, forlornly haunting the temple grounds and occasionally ringing the large temple bells.",,,,"Noderabō were once priests who committed some kind of sin and died in dishonor. Most often they are those who fell to vices forbidden to priests, such as attachment to women or money. No longer welcome in towns and cities, they flee to abandoned temple ruins located out in depressed rural areas and transform into yokai.","In Saitama there is a place called Nodera. Long ago, a prankster decided to steal the large bronze bell from the town’s temple. However, he was spotted in the act by one of the local townspeople and fled, dropping the bell into a pond, where it got stuck. The pond became known as Kanegaike (“Bell Pond”). Some time later a lazy monk-boy was given a job by the high priest of the temple, but instead of doing what he was bid he spent the day playing with other neighborhood children. When it came time for him to face the high priest, he was so ashamed that he became depressed and threw himself into Kanegaike and drowned. After that, every night the villagers could hear the sound of crying echoing off of the great bronze bell, coming from deep within Kanegaike pond. The monk-boy became known as the ghost of Nodera, or the noderabō.",,
